time,ref,meas,u,Target,error
32.3,,-0.260163277387619,-0.260163277387619,-0.7501919,-0.0083887745
32.4,,-0.802756488323212,-0.802756488323212,-0.7508162,-0.0083243875
32.5,,-0.951057314872742,-0.951057314872742,-0.75143576,-0.008260495
32.6,,-0.259941607713699,-0.259941607713699,-0.7520506,-0.008197092
32.7,,-0.80269593000412,-0.80269593000412,-0.75266063,-0.008134177
32.8,,-0.951040744781494,-0.951040744781494,-0.753266,-0.008071745
32.9,,-0.991586089134216,-0.991586089134216,-0.75386673,-0.008009791
33,,-0.271018892526627,-0.271018892526627,-0.75446284,-0.007948313
33.1,,-0.805723547935486,-0.805723547935486,-0.7550544,-0.007887308
33.2,,-0.951868236064911,-0.951868236064911,-0.7556414,-0.00782677
33.3,,-0.260163247585297,-0.260163247585297,-0.7562239,-0.007766696
33.4,,-0.802756488323212,-0.802756488323212,-0.75680196,-0.007707084
33.5,,-0.951057314872742,-0.951057314872742,-0.75737554,-0.0076479297
33.6,,-0.259941607713699,-0.259941607713699,-0.75794476,-0.007589229
33.7,,-0.80269593000412,-0.80269593000412,-0.7585096,-0.0075309793
33.8,,-0.951040744781494,-0.951040744781494,-0.75907004,-0.0074731763
33.9,,-0.259937077760696,-0.259937077760696,-0.7596262,-0.007415817
34,,-0.80269467830658,-0.80269467830658,-0.76017815,-0.007358898
34.1,,-0.951040387153626,-0.951040387153626,-0.76072586,-0.007302416
34.2,,-0.991586029529572,-0.991586029529572,-0.76126933,-0.0072463676
34.3,,-0.271018862724304,-0.271018862724304,-0.76180863,-0.007190749
34.4,,-0.805723547935486,-0.805723547935486,-0.76234376,-0.0071355575
34.5,,-0.951868236064911,-0.951868236064911,-0.76287484,-0.0070807897
34.6,,-0.260163247585297,-0.260163247585297,-0.7634018,-0.0070264423
34.7,,-0.802756488323212,-0.802756488323212,-0.7639248,-0.0069725118
34.8,,-0.951057314872742,-0.951057314872742,-0.7644437,-0.0069189956
34.9,,-0.259941607713699,-0.259941607713699,-0.7649586,-0.0068658898
35,,-0.80269593000412,-0.80269593000412,-0.7654696,-0.006813192
35.1,,-0.951040744781494,-0.951040744781494,-0.76597667,-0.006760898
35.2,,-0.259937077760696,-0.259937077760696,-0.76647985,-0.0067090057
35.3,,-0.80269467830658,-0.80269467830658,-0.76697916,-0.006657512
35.4,,-0.951040387153626,-0.951040387153626,-0.76747465,-0.006606413
35.5,,-0.259936988353729,-0.259936988353729,-0.76796633,-0.0065557067
35.6,,-0.802694618701935,-0.802694618701935,-0.76845425,-0.0065053897
35.7,,-0.951040387153626,-0.951040387153626,-0.7689384,-0.0064554582
35.8,,-0.259936988353729,-0.259936988353729,-0.76941884,-0.0064059105
35.9,,-0.802694618701935,-0.802694618701935,-0.7698956,-0.0063567427
36,,-0.951040387153626,-0.951040387153626,-0.7703687,-0.0063079526
36.1,,-0.259936988353729,-0.259936988353729,-0.77083814,-0.006259537
36.2,,-0.802694618701935,-0.802694618701935,-0.771304,-0.0062114927
36.3,,-0.951040387153626,-0.951040387153626,-0.7717663,-0.0061638174
36.4,,-0.991586029529572,-0.991586029529572,-0.772225,-0.006116508
36.5,,-0.271018862724304,-0.271018862724304,-0.7726803,-0.006069562
36.6,,-0.805723547935486,-0.805723547935486,-0.77313197,-0.006022976
36.7,,-0.951868236064911,-0.951868236064911,-0.77358025,-0.0059767473
36.8,,-0.260163247585297,-0.260163247585297,-0.7740251,-0.005930874
36.9,,-0.802756488323212,-0.802756488323212,-0.77446645,-0.0058853524
37,,-0.951057314872742,-0.951057314872742,-0.7749045,-0.0058401804
37.1,,-0.259941607713699,-0.259941607713699,-0.7753391,-0.005795355
37.2,,-0.80269593000412,-0.80269593000412,-0.7757704,-0.0057508736
37.3,,-0.951040744781494,-0.951040744781494,-0.77619845,-0.0057067336
37.4,,-0.259937077760696,-0.259937077760696,-0.7766232,-0.0056629325
37.5,,-0.80269467830658,-0.80269467830658,-0.7770446,-0.0056194672
37.6,,-0.951040387153626,-0.951040387153626,-0.77746284,-0.0055763363
37.7,,-0.259936988353729,-0.259936988353729,-0.77787787,-0.005533536
37.8,,-0.802694618701935,-0.802694618701935,-0.7782897,-0.005491064
37.9,,-0.951040387153626,-0.951040387153626,-0.7786984,-0.0054489183
38,,-0.259936988353729,-0.259936988353729,-0.7791039,-0.005407096
38.1,,-0.802694618701935,-0.802694618701935,-0.7795063,-0.0053655948
38.2,,-0.951040387153626,-0.951040387153626,-0.7799056,-0.0053244117
38.3,,-0.259936988353729,-0.259936988353729,-0.7803019,-0.0052835452
38.4,,-0.802694618701935,-0.802694618701935,-0.78069514,-0.005242992
38.5,,-0.951040387153626,-0.951040387153626,-0.7810853,-0.00520275
38.6,,-0.259936988353729,-0.259936988353729,-0.78147256,-0.0051628174
38.7,,-0.802694618701935,-0.802694618701935,-0.7818568,-0.005123191
38.8,,-0.951040387153626,-0.951040387153626,-0.78223807,-0.0050838687
38.9,,-0.259936988353729,-0.259936988353729,-0.78261644,-0.005044848
39,,-0.802694618701935,-0.802694618701935,-0.7829919,-0.0050061275
